id,driver,sector,domain,country,part,group,section,variable,formatI,formatII,gType,validation,default,graph,status,is_meme,is_group_key,objectRelationships,variations
2af7f6c7-5740-4ec7-8c97-7bb9669697a3,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Statutory ID,[Meme],Statutory ID,Freeform,Text,L,,-,Yes,Active,false,false,0,0
2b27c808-fad5-4f52-ab42-19ce3b9346df,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Function,Function,Computation Date,Freeform,Text,Tight,Range,-,Yes,Active,false,false,0,0
2b59463f-b512-4b50-9ec0-68eda9ebc43e,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Parameter,Atomic,Allowance,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
2c02c0d9-9756-4368-9dff-38ced8e9dcb6,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,Geography,Atomic Tag,Tax State,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
2c448904-7db0-4414-bbab-df7b6aa4576d,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,[TimeSeries],[Meme],[TimeSeries Variable],Freeform,Text,Tight,List,-,Yes,Active,true,false,0,0
2cbae0ba-4c83-4cc1-a3d4-19257c3ef594,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Billing Address,Classified,Billing Address City,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
2d3328b0-bc26-4f1e-a7cc-07bd237af979,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,Merrill Lynch Asset Class,Tiered,Merrill Lynch Asset Class Level 4,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
2d83cab3-539c-4c9b-98f8-6ca0ae5159ff,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Legal Address,Classified,Legal Address Notes,Freeform,Text,Tight,Length,-,Yes,Active,false,false,0,0
2dbb4e15-5269-48e2-b9dd-f62720299069,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Passport,Compound ID,Passport Country,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
2e39bc3d-e04f-48f7-adfe-324153ab5549,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Name DBA,Compound ID,DBA Country,Freeform,Text,Multi,List,-,Yes,Active,false,false,0,0
2e7963e7-c771-4f90-bffd-35b6e90d7415,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic Tag,Purpose,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
2e7d26a3-e622-483d-b3b4-236d2d1f5943,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Proprietary ID,Atomic ID,Account Number,Freeform,Text,Tight,Tailored,-,Yes,Active,false,false,0,0
2f518a50-c14f-4307-aa95-ec8024143d40,"Investment, ALL, ALL, None",Investment,ALL,ALL,Tag,TypoloJi,Atomic Tag,Cash Flow Classification,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
2fb6e3da-9793-4af1-8420-203394203023,"ALL, ALL, ALL, None",ALL,ALL,ALL,Event,Formation,Event,Formation Date,Freeform,Text,Tight,"Range > 1/1/1900, Range < 12/31/2050",-,Yes,Active,false,false,0,0
3156fdfc-cc49-4168-b985-7af67fc23c09,"ALL, ALL, ALL, None",ALL,ALL,ALL,Directory,Billing Address,Classified,Billing Address #,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
31a5796f-5a8e-4608-97cf-2f3f2f62fa2a,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Payment ID,Atomic ID,PSET BIC,Freeform,Text,Loose,Specific,-,Yes,Active,false,false,4,0
31f8723d-69ad-472c-955b-84dfd2b062ce,"ALL, ALL, ALL, None",ALL,ALL,ALL,Identifier,Bank Account,Compound ID,Bank Account Branch,Freeform,Text,Multi,Specific,-,Yes,Active,false,false,0,0
327d759d-2199-4bf9-9a0f-9d62d521d5c9,"ALL, ALL, ALL, None",ALL,ALL,ALL,Schedule,Daily Interest,Daily,Daily Interest Amount,Freeform,Text,Tight,List,-,Yes,Active,false,false,0,0
328db950-e8f2-4447-b575-fd9e95346abd,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Amount,Atomic,Purchase Cost,Freeform,Text,Loose,Range,-,Yes,Active,false,false,0,0
3352c901-faae-4beb-8801-0b1686edea8f,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,Customer,Mediated,Buyer,Freeform,Text,Tight,[[*]],-,Yes,Active,false,false,0,0
340d4143-a930-4e60-a81e-9357f60e2a50,"ALL, ALL, ALL, None",ALL,ALL,ALL,Tag,TypoloJi,Atomic Tag,Ranking,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
34b4d356-9021-41f5-b44f-486e834552d2,"ALL, ALL, ALL, None",ALL,ALL,ALL,Relationship,Credit Card Charge,CDM,Credit Card Charge,Freeform,Text,Tight,[[*]],-,Yes,Active,false,false,0,0
34d960e9-420b-4816-b2a2-4f7816ac63f8,"ALL, ALL, ALL, None",ALL,ALL,ALL,Number,Parameter,Atomic,Compounding Frequency,Freeform,Text,Loose,List,-,Yes,Active,false,false,0,0
